Topic 0th:
	公司	0.041200406917599186
	前	0.031027466937945065
	資訊	0.025940996948118005
	中英文	0.020854526958290945
	永續	0.020854526958290945
	5%	0.015768056968463888
	董事	0.015768056968463888
	持續	0.015768056968463888
	揭露	0.015768056968463888
	發展	0.015768056968463888
	台灣	0.010681586978636826
	屆	0.010681586978636826
	名列	0.010681586978636826
	維護	0.010681586978636826
	提升	0.010681586978636826
	透明度	0.010681586978636826
	財務	0.010681586978636826
	報告	0.010681586978636826
	辦理	0.010681586978636826
	工作	0.010681586978636826
Topic 1th:
	營收	0.031635802469135804
	毛利率	0.023919753086419755
	投資	0.023919753086419755
	蔡榮宗	0.016203703703703706
	市場	0.016203703703703706
	恢	0.016203703703703706
	下半年	0.016203703703703706
	應用	0.016203703703703706
	訂單	0.016203703703703706
	通路商	0.016203703703703706
	2303	0.008487654320987656
	表示	0.008487654320987656
	權益	0.008487654320987656
	客戶	0.008487654320987656
	MCU	0.008487654320987656
	盛群	0.008487654320987656
	這波	0.008487654320987656
	最壞	0.008487654320987656
	情況	0.008487654320987656
	已過	0.008487654320987656
Topic 2th:
	2330	0.018650088809946716
	今日	0.018650088809946716
	小漲	0.018650088809946716
	族群	0.018650088809946716
	1%	0.018650088809946716
	台積電	0.009769094138543518
	中華車	0.009769094138543518
	聯電	0.009769094138543518
	對待	0.009769094138543518
	點	0.009769094138543518
	置	0.009769094138543518
	品質	0.009769094138543518
	時知	0.009769094138543518
	全集	0.009769094138543518
	致力	0.009769094138543518
	此次	0.009769094138543518
	今	0.009769094138543518
	昨日	0.009769094138543518
	指數	0.009769094138543518
	開盤	0.009769094138543518
Topic 3th:
	US	0.02487961476725522
	TW	0.016853932584269666
	30	0.016853932584269666
	說	0.016853932584269666
	去年	0.016853932584269666
	億元	0.016853932584269666
	概念股	0.016853932584269666
	台積電	0.00882825040128411
	超過	0.00882825040128411
	MCU	0.00882825040128411
	第二季	0.00882825040128411
	測類	0.00882825040128411
	增幅	0.00882825040128411
	增加	0.00882825040128411
	認為	0.00882825040128411
	第四季	0.00882825040128411
	谷底	0.00882825040128411
	主要	0.00882825040128411
	今年	0.00882825040128411
	淡化	0.00882825040128411
Topic 4th:
	信義	0.05784650630011455
	房屋	0.05784650630011455
	股東	0.03493699885452463
	TW	0.029209621993127148
	企業	0.023482245131729668
	治理	0.017754868270332187
	第十	0.012027491408934709
	家	0.012027491408934709
	人	0.012027491408934709
	方式	0.012027491408934709
	認證	0.012027491408934709
	亦	0.012027491408934709
	推動永續	0.012027491408934709
	長	0.012027491408934709
	同仁	0.012027491408934709
	生活	0.012027491408934709
	社會	0.012027491408934709
	證券	0.006300114547537229
	交易所	0.006300114547537229
	公司	0.006300114547537229
Topic 5th:
	治理	0.022206303724928367
	TW	0.022206303724928367
	權益	0.022206303724928367
	10	0.015042979942693411
	平等	0.015042979942693411
	股	0.015042979942693411
	強化	0.015042979942693411
	多年	0.015042979942693411
	年度	0.015042979942693411
	重大	0.015042979942693411
	零排放	0.015042979942693411
	居民	0.015042979942693411
	計連續	0.007879656160458454
	9940	0.007879656160458454
	房仲	0.007879656160458454
	唯一	0.007879656160458454
	入列	0.007879656160458454
	統計	0.007879656160458454
	聯電	0.007879656160458454
	2303	0.007879656160458454
Topic 6th:
	TW	0.10633484162895927
	走勢	0.023378582202111614
	日	0.015837104072398193
	20883	0.015837104072398193
	48	0.008295625942684768
	連續	0.008295625942684768
	2303	0.008295625942684768
	點	0.008295625942684768
	股	0.008295625942684768
	持續	0.008295625942684768
	善	0.008295625942684768
	獨立性	0.008295625942684768
	訊息	0.008295625942684768
	目標	0.008295625942684768
	綠能	0.008295625942684768
	結合	0.008295625942684768
	一個	0.008295625942684768
	發揮	0.008295625942684768
	後	0.008295625942684768
	元	0.008295625942684768
Topic 7th:
	盛群	0.03001464128843338
	可望	0.022693997071742314
	印度	0.022693997071742314
	復	0.015373352855051245
	呈	0.015373352855051245
	所有	0.015373352855051245
	業績	0.015373352855051245
	需求	0.015373352855051245
	去	0.015373352855051245
	回升	0.015373352855051245
	分別	0.015373352855051245
	TW	0.008052708638360176
	目標	0.008052708638360176
	業者	0.008052708638360176
	6202	0.008052708638360176
	今	0.008052708638360176
	日召	0.008052708638360176
	開法	0.008052708638360176
	蔡榮宗	0.008052708638360176
	月營	0.008052708638360176
Topic 8th:
	月	0.027531083481349913
	地區	0.027531083481349913
	股東	0.018650088809946716
	東南亞	0.018650088809946716
	包括	0.009769094138543518
	表示	0.009769094138543518
	全體	0.009769094138543518
	高	0.009769094138543518
	英文	0.009769094138543518
	同步	0.009769094138543518
	實現	0.009769094138543518
	期贊助	0.009769094138543518
	服務	0.009769094138543518
	捐血	0.009769094138543518
	誠信	0.009769094138543518
	本市	0.009769094138543518
	總經理	0.009769094138543518
	收會	0.009769094138543518
	整體	0.009769094138543518
	法人	0.009769094138543518
Topic 9th:
	年	0.0676077265973254
	構面	0.03789004457652303
	董事	0.030460624071322436
	評鑑	0.023031203566121844
	統一超	0.01560178306092125
	2023	0.01560178306092125
	指標	0.01560178306092125
	自我	0.01560178306092125
	上市公司	0.008172362555720654
	中	0.008172362555720654
	共有	0.008172362555720654
	經統	0.008172362555720654
	企業則	0.008172362555720654
	台積電	0.008172362555720654
	3045	0.008172362555720654
	2201	0.008172362555720654
	機制	0.008172362555720654
	線	0.008172362555720654
	召開	0.008172362555720654
	分開始	0.008172362555720654
